News Organization,Tweet Text,Positive Sentiment,Negative Sentiment,Neutral Sentiment,Compound Sentiment,Time of Tweet
BBCWorld,"RT @BBCVishalaSP: Female cabin crew at Cathay Pacific have won a battle to scrap a rule forcing them to wear skirts, we're asking does work…",0.136,0.095,0.769,0.2732,2018-03-30 07:46:20+00:00
BBCWorld,Grace Mugabe's farm invaded by Zimbabwe gold diggers https://t.co/tTffJxjUDr,0.259,0.0,0.741,0.4215,2018-03-30 09:01:54+00:00
BBCWorld,NZ seniors' group hits back at 'elderly driver' plates https://t.co/KrHANEWpya,0.0,0.0,1.0,0.0,2018-03-30 09:27:39+00:00
BBCWorld,Facebook 'ugly truth' growth memo haunts firm https://t.co/wkFtFBoWsH,0.345,0.373,0.282,-0.1027,2018-03-30 09:51:30+00:00
BBCWorld,Russia state of emergency as toxic dump fumes hit town near Moscow https://t.co/jzgICamFwk,0.0,0.387,0.613,-0.6486,2018-03-30 10:10:34+00:00
BBCWorld,"Coffee sold in California must carry cancer warning, judge rules https://t.co/TcX5BjGb8o",0.0,0.43,0.57,-0.7783,2018-03-30 11:04:58+00:00
BBCWorld,Spy poisoning: Russia expels 'unfriendly' Western diplomats https://t.co/BKgQvPNzfc,0.0,0.516,0.484,-0.7506,2018-03-30 12:04:18+00:00
BBCWorld,Test-launch footage of Russian ballistic missile Satan 2 https://t.co/X7CXi0R8Ss,0.0,0.0,1.0,0.0,2018-03-30 12:14:19+00:00
BBCWorld,"China's 'Jack the Ripper', Gao Chengyong, sentenced to death https://t.co/e8NAzpiKr2",0.0,0.385,0.615,-0.6124,2018-03-30 12:21:15+00:00
BBCWorld,Kim Jong-un visit: What else crosses the China-North Korea border? https://t.co/lPmI1xe0LS,0.0,0.0,1.0,0.0,2018-03-30 12:54:35+00:00
BBCWorld,Syria war: Turkey's Erdogan rejects French mediation offer https://t.co/aPHKNjOvSs,0.0,0.504,0.496,-0.7964,2018-03-30 12:56:56+00:00
BBCWorld,Lindsay Lohan loses GTA V privacy case appeal https://t.co/es4JwTwbFC,0.0,0.247,0.753,-0.3182,2018-03-30 13:01:35+00:00
BBCWorld,Scammers impersonate French first lady Brigitte Macron https://t.co/SE4Wy6tWPB,0.0,0.0,1.0,0.0,2018-03-30 13:41:07+00:00
BBCWorld,Vatican: Pope did not say there is no hell https://t.co/k9htWRJoNF,0.0,0.459,0.541,-0.7783,2018-03-30 13:43:56+00:00
BBCWorld,Noor Salman: Pulse nightclub shooter's widow not guilty https://t.co/afpEyQwyDJ,0.226,0.0,0.774,0.3252,2018-03-30 14:35:32+00:00
BBCWorld,Kosovo security chiefs sacked after six Turks deported https://t.co/ECtnW0DivL,0.231,0.0,0.769,0.34,2018-03-30 16:46:04+00:00
BBCWorld,Parkland student David Hogg rejects Fox News host's apology https://t.co/bt9Eu2uCbB,0.097,0.258,0.645,-0.4588,2018-03-30 16:48:14+00:00
CBS,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP,0.127,0.0,0.873,0.4926,2018-03-30 16:50:00+00:00
CBS,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP,0.127,0.0,0.873,0.4926,2018-03-30 16:50:00+00:00
BBCWorld,Texas woman jailed for five years for 'accidental' voter fraud https://t.co/x0oGoCCEED,0.0,0.438,0.562,-0.7906,2018-03-30 17:05:13+00:00
BBCWorld,Ronaldo statue: Sculptor Emanuel Santos takes another shot at bust https://t.co/uJ7u1IS5uN,0.0,0.0,1.0,0.0,2018-03-30 17:19:55+00:00
BBCWorld,Schwarzenegger has heart surgery https://t.co/7q1nkfhBuK,0.0,0.0,1.0,0.0,2018-03-30 17:32:08+00:00
BBCWorld,Police shot unarmed US man '7 times in back' https://t.co/XhBhOwZfw6,0.0,0.0,1.0,0.0,2018-03-30 18:48:07+00:00
BBCWorld,Mauritania court gives toughest sentence for slave owners https://t.co/JgcmnJy1DV,0.135,0.135,0.729,0.0,2018-03-30 19:15:36+00:00
BBCWorld,Iowa man wins legal battle to say hometown stinks https://t.co/L0Yxag5UGd,0.329,0.291,0.38,0.1531,2018-03-30 21:43:33+00:00
CNN,"Four videos recorded the night an officer shot Alton Sterling in 2016 were released by Baton Rouge police.

The rec… https://t.co/SHRcuSe7iY",0.0,0.0,1.0,0.0,2018-03-30 21:48:06+00:00
CNN,The simple act of getting a haircut can end up being an assault on the senses for some. This barber soothed a child… https://t.co/VdVwpyVLve,0.059,0.15,0.791,-0.5106,2018-03-30 21:59:14+00:00
BBCWorld,North Korea sanctions: UN blacklists shipping firms https://t.co/URRJ9FYvSX,0.0,0.0,1.0,0.0,2018-03-30 22:01:24+00:00
CNN,Will the spate of lawsuits against fringe media stop the flow of conspiracy theories? https://t.co/jzCSTqu115 https://t.co/PPTPB1a3Wa,0.0,0.356,0.644,-0.7351,2018-03-30 22:09:57+00:00
CNN,"Baton Rouge Police Officer Blane Salamoni, one of two officers involved in the fatal shooting of Alton Sterling, wi… https://t.co/sgYOZYRKAp",0.0,0.156,0.844,-0.5423,2018-03-30 22:14:15+00:00
CNN,David Shulkin wants to tell his side of the story -- and he's speaking out everywhere https://t.co/RCkHV2SPjX https://t.co/75xGMw1eIH,0.0,0.0,1.0,0.0,2018-03-30 22:20:42+00:00
CNN,"BREAKING: Baton Rouge Police Officer Blane Salamoni, one of two officers involved in the fatal shooting of Alton St… https://t.co/F9u1UNG5x2",0.0,0.156,0.844,-0.5423,2018-03-30 22:29:51+00:00
CNN,"Walmart is in the early stages of talks to buy the health insurance giant Humana, according to a Wall Street Journa… https://t.co/VIggyj5nji",0.0,0.0,1.0,0.0,2018-03-30 22:36:22+00:00
nytimes,"The fatal police shooting of Alton Sterling in 2016 has led to the firing of one Baton Rouge, La., officer. Another… https://t.co/DJpNOco0Sn",0.0,0.228,0.772,-0.7096,2018-03-30 22:38:40+00:00
nytimes,"RT @abscribe: After #Harvey pounded Texas, a @nytimes team of journalists spent time with families to understand how they made a decision t…",0.0,0.0,1.0,0.0,2018-03-30 22:50:04+00:00
CNN,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/MHqgAuAyf7 https://t.co/L2Zlql8mD2,0.096,0.0,0.904,0.2023,2018-03-30 22:55:25+00:00
nytimes,"If the addition of a citizenship question to the 2020 census reduces participation of noncitizens, here are the sta… https://t.co/VU2mtnAVvF",0.0,0.0,1.0,0.0,2018-03-30 23:00:04+00:00
BBCWorld,"Prince Laurent: €46,000 blow for Belgium's 'cursed prince' https://t.co/FauI5N9jNo",0.0,0.0,1.0,0.0,2018-03-30 23:07:50+00:00
CNN,How Steve Bannon used Cambridge Analytica to further his alt-right vision for America https://t.co/iB1mHKZT7z https://t.co/uY8u1AbqFj,0.125,0.0,0.875,0.25,2018-03-30 23:08:07+00:00
CNN,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/kJLTw5PY4D,0.0,0.213,0.787,-0.5859,2018-03-30 23:13:26+00:00
nytimes,She was fit and healthy. So why did her right lung mysteriously collapse? https://t.co/cDamzO81ZG,0.268,0.165,0.567,0.25,2018-03-30 23:19:08+00:00
BBCWorld,Week in pictures: 24 - 30 March 2018 https://t.co/iS4Cvu0Am0,0.0,0.0,1.0,0.0,2018-03-30 23:24:44+00:00
CNN,"The White House is frustrated with the EPA's Scott Pruitt, the already embattled Cabinet secretary who is under scr… https://t.co/Bk5ioNiNhA",0.0,0.152,0.848,-0.5267,2018-03-30 23:28:39+00:00
BBCWorld,The country where children fear election time https://t.co/Ns92Bo3Oq2,0.0,0.314,0.686,-0.4939,2018-03-30 23:29:22+00:00
CNN,"The attorneys for the family of Alton Sterling are speaking in Baton Rouge, Louisiana, following the police press c… https://t.co/p8AJCD4fPj",0.0,0.0,1.0,0.0,2018-03-30 23:35:26+00:00
nytimes,The tech industry was once one of President Trump's most vocal opponents.  Now it has increasingly found common gro… https://t.co/fETU5Ha4Ba,0.0,0.0,1.0,0.0,2018-03-30 23:37:45+00:00
BBCWorld,"Costa Rica polls: 'People hate us, we might move to Spain' https://t.co/Irr88AL04W",0.0,0.252,0.748,-0.5719,2018-03-30 23:49:19+00:00
nytimes,"Fiction: Brainy and Benighted, Lost in the Books of Bolaño and Borges https://t.co/TzJz6yZlkY",0.0,0.161,0.839,-0.3182,2018-03-30 23:50:36+00:00
CNN,"President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/7d7tzIidZK https://t.co/OVthlIfV8Q",0.109,0.185,0.707,-0.34,2018-03-30 23:50:58+00:00
BBCWorld,The men who had millions of lives in their hands https://t.co/bCDHwa18TE,0.0,0.0,1.0,0.0,2018-03-30 23:51:49+00:00
CNN,Exclusive: On board the 'Doomsday' plane that can wage nuclear war https://t.co/lwvbG4vTJo https://t.co/3OYg8dnklf,0.091,0.238,0.671,-0.5267,2018-03-30 23:56:00+00:00
BBCWorld,Breaking the period taboo in Pakistan https://t.co/zYqf0Us2fI,0.0,0.0,1.0,0.0,2018-03-30 23:56:50+00:00
nytimes,"""There's a lot about this country we need to learn a lot more about."" How President Trump's win shifted ABC's plans… https://t.co/v4hhGN3ui5",0.167,0.0,0.833,0.5859,2018-03-31 00:07:36+00:00
CNN,Coffee may come with a cancer warning label in California https://t.co/BHrE6r8LnS https://t.co/YOVgknEY8c,0.0,0.43,0.57,-0.7783,2018-03-31 00:11:53+00:00
CNN,"US Ambassador to the United Nations Nikki Haley gave Karen Pierce, the UK's first female ambassador to the UN, a wa… https://t.co/UKHHdYFnCv",0.123,0.0,0.877,0.4215,2018-03-31 00:12:33+00:00
nytimes,Walmart in Talks to Strengthen Ties to Health Insurer Humana https://t.co/bUhlWHpziI,0.187,0.0,0.813,0.3182,2018-03-31 00:14:35+00:00
CNN,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/70VGFaqbhE,0.219,0.0,0.781,0.6808,2018-03-31 00:22:11+00:00
CNN,Former California governor and film star Arnold Schwarzenegger had open-heart surgery in California to replace a fa… https://t.co/ilWRCPSyuH,0.0,0.0,1.0,0.0,2018-03-31 00:34:05+00:00
BBCWorld,In pictures: The churches of Lalibela in Ethiopia https://t.co/9GlKDomFOo,0.0,0.0,1.0,0.0,2018-03-31 00:38:37+00:00
CNN,Could this be a sign of change in the police shooting crisis? | By Roxanne Jones via @CNNOpinion… https://t.co/102nyMqSop,0.0,0.204,0.796,-0.6249,2018-03-31 00:44:38+00:00
nytimes,"RT @NirajC: This week, a cryptocurrency company funded every classroom project on @DonorsChoose. https://t.co/W9hns5LcUf",0.0,0.0,1.0,0.0,2018-03-31 00:48:04+00:00
CNN,The internal FBI report that served as grounds for the firing of FBI Deputy Director Andrew McCabe includes key tes… https://t.co/owthxm1Qop,0.0,0.107,0.893,-0.34,2018-03-31 00:55:17+00:00
CNN,Former Obama administration Attorney General Eric Holder said he will make a decision on running for president in 2… https://t.co/fBlctwq6NT,0.0,0.0,1.0,0.0,2018-03-31 01:06:33+00:00
nytimes,"RT @nytimesarts: “King of Kings,” “The Greatest Story Ever Told,” “The Passion of the Christ” — and other sort-of Easter movies to stream h…",0.255,0.0,0.745,0.802,2018-03-31 01:10:06+00:00
CNN,"Michael Brown celebrates his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20 of the best… https://t.co/mEQLTx8ozD",0.283,0.0,0.717,0.7717,2018-03-31 01:12:38+00:00
nytimes,"Bar Americans From Man Booker Prize, Fed-Up British Authors Urge https://t.co/71d5rFUj4L",0.248,0.0,0.752,0.5106,2018-03-31 01:16:19+00:00
BBCWorld,Lake Chad: Can the vanishing lake be saved? https://t.co/30w1kByrbV,0.259,0.0,0.741,0.4215,2018-03-31 01:22:22+00:00
CNN,A federal judge has ruled against the Trump administration -- for now -- in a case brought by lawyers for pregnant… https://t.co/CM7Uav1f6b,0.0,0.0,1.0,0.0,2018-03-31 01:27:52+00:00
nytimes,"Andrew Bosworth, a Facebook vice president, wrote, “Maybe someone dies in a terrorist attack coordinated on our too… https://t.co/57UwrRVuh5",0.0,0.342,0.658,-0.8316,2018-03-31 01:29:06+00:00
CNN,"""Our fight can be any woman's fight."" Brazilian sports journalists may be having their #MeToo moment https://t.co/cQGYzfkVeU",0.0,0.14,0.86,-0.3818,2018-03-31 01:38:05+00:00
nytimes,Albany Strikes Deal on a Budget That Subverts Trump’s Tax Plan https://t.co/GZXgS4UGF0,0.0,0.2,0.8,-0.3612,2018-03-31 01:38:10+00:00
nytimes,"""We’ll be here as long as it takes to get our demands met."" https://t.co/iSEdrUD7PC",0.0,0.0,1.0,0.0,2018-03-31 01:40:02+00:00
CNN,"President Trump likes ""Roseanne?"" Of course he does | By Dean Obeidallah via @CNNOpinion https://t.co/kctMHQG3a9 https://t.co/1ik8vALq8E",0.167,0.0,0.833,0.4215,2018-03-31 01:42:53+00:00
CNN,"RT @AC360: ""He simply is not qualified to take on one of the most complicated health care management jobs in the world."" - Norman Eisen on…",0.126,0.0,0.874,0.5367,2018-03-31 01:43:14+00:00
BBCWorld,Spring in Tashkent: Is Uzbekistan really opening up? https://t.co/b2DaiL0v6F,0.0,0.0,1.0,0.0,2018-03-31 01:44:15+00:00
CNN,Dennis Rodman weighs in on the prospect of a meeting between US President Donald Trump and North Korean leader Kim… https://t.co/lZuOx6IGW1,0.104,0.0,0.896,0.296,2018-03-31 01:48:59+00:00
nytimes,A more aggressive Russia policy is being pushed by some Trump advisers after this week's diplomatic expulsions. Pre… https://t.co/eR58DMCzP4,0.0,0.1,0.9,-0.2247,2018-03-31 01:52:06+00:00
CNN,"RT @OutFrontCNN: ""His misuse of taxpayer dollars over and over again is really what's concerning...I think he should resign. If he doesn't…",0.0,0.103,0.897,-0.34,2018-03-31 01:52:26+00:00
CNN,"""Holy hazelnut mocha! California may now be placing a warning label on coffee,"" writes David Wheeler via @CNNOpinion https://t.co/8NtGC9w49U",0.0,0.137,0.863,-0.4003,2018-03-31 01:53:17+00:00
CNN,"""What is odd and unprecedented is to have your daughter, your son-in-law, your pilot, your physician - you can go d… https://t.co/pvsnU5lzf4",0.0,0.103,0.897,-0.3182,2018-03-31 01:53:43+00:00
CNN,"""When the fire alarm went off in my gym the other morning, barely anyone paid attention. ... Many of us are equally… https://t.co/RR9qfL7SoF",0.0,0.186,0.814,-0.5859,2018-03-31 02:03:28+00:00
nytimes,Police Release New Body Camera Footage of Alton Sterling Shooting https://t.co/Lt5SNXzKsn,0.0,0.0,1.0,0.0,2018-03-31 02:05:47+00:00
BBCWorld,US may tie social media to visa applications https://t.co/T1ZkMcEGVs,0.0,0.0,1.0,0.0,2018-03-31 02:12:09+00:00
CNN,Google's Clips camera automates aspects of the picture-taking process. But can it replace photographers with an alg… https://t.co/mU5I2iTH6G,0.0,0.0,1.0,0.0,2018-03-31 02:13:36+00:00
nytimes,"In Opinion

Michelle Goldberg says that Kevin Williamson's views about African-Americans, women, trans people and t… https://t.co/HiOQXuS0WU",0.0,0.0,1.0,0.0,2018-03-31 02:16:37+00:00
nytimes,"Scott Pruitt, E.P.A. Chief, Rented Residence From Wife of Energy Lobbyist https://t.co/0CKCCXNnmE",0.16,0.0,0.84,0.2732,2018-03-31 02:18:20+00:00
nytimes,"In Opinion

Bret Stephens accepted Michelle Goldberg's open challenge to debate whether Kevin Williamson's views ar… https://t.co/ZofSzvmvzS",0.185,0.0,0.815,0.34,2018-03-31 02:21:05+00:00
CNN,Is India distancing itself from the Tibetan exile community six decades after the Dalai Lama fled to the country?… https://t.co/ZMPZV96hPG,0.0,0.0,1.0,0.0,2018-03-31 02:24:33+00:00
CNN,Mississippi State is heading to the NCAA women's national championship game after beating Louisville 73-63 in overt… https://t.co/6AjYA3iWuq,0.132,0.137,0.731,-0.0258,2018-03-31 02:31:09+00:00
nytimes,"Sister Jean’s prayers are anything but bipartisan. “I ask God to be especially good to Loyola,” she said. https://t.co/bwaEasEsPc",0.29,0.0,0.71,0.7869,2018-03-31 02:37:42+00:00
nytimes,Does Hell Exist? And Did the Pope Give an Answer? https://t.co/kiElN9S4sq,0.0,0.332,0.668,-0.7149,2018-03-31 02:38:48+00:00
CNN,An official with the US Immigration and Customs Enforcement office in San Francisco apologized for posting an image… https://t.co/kjCGRIXtEJ,0.113,0.0,0.887,0.3182,2018-03-31 02:46:06+00:00
nytimes,Today’s teens have been raised on cellphones and social media. Should we worry about them or just get out of their… https://t.co/Qam8493mzr,0.0,0.121,0.879,-0.4404,2018-03-31 02:58:09+00:00
CNN,RT @CNNTonight: Rep. Ted Lieu says US Attorney General Jeff Sessions made the right call in appointing a prosecutor to investigate claims o…,0.0,0.0,1.0,0.0,2018-03-31 02:58:30+00:00
CNN,"To critics who say she should ""go away"" after losing to Trump, Hillary Clinton says, ""they never said that to any m… https://t.co/C4BluiJ1DU",0.0,0.186,0.814,-0.5859,2018-03-31 03:01:02+00:00
CNN,The White House office that vets appointees is inexperienced and understaffed -- and aides played a drinking game i… https://t.co/Kk1Vx3KkaL,0.118,0.0,0.882,0.34,2018-03-31 03:06:02+00:00
nytimes,"Tesla once looked like the future of the car industry. But as it burns cash and hits production snags, its own futu… https://t.co/Oqk8bdC0TO",0.102,0.0,0.898,0.3612,2018-03-31 03:15:10+00:00
CNN,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/aNi6zLG7st https://t.co/S5nfZMvWap,0.0,0.0,1.0,0.0,2018-03-31 03:16:02+00:00
nytimes,"U.S. Says It Can Pay for 100 Miles of Wall on 2,000-Mile Border https://t.co/MKwcvEdkUk",0.0,0.097,0.903,-0.1027,2018-03-31 03:19:05+00:00
nytimes,Vermont Legislature Passes Sweeping Gun Restrictions https://t.co/gb9ESCMdEx,0.0,0.286,0.714,-0.34,2018-03-31 03:28:39+00:00
CNN,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MYDJGw3Wvv",0.128,0.0,0.872,0.3612,2018-03-31 03:31:01+00:00
BBCWorld,Sierra Leone votes in run-off between Maada Bio and Kamara https://t.co/6h2urangUI,0.0,0.0,1.0,0.0,2018-03-31 03:40:41+00:00
CNN,"From revolution to reform, how did the Vatican respond to the splintering of a once universal Catholic church?… https://t.co/tYpjnWu1vS",0.0,0.0,1.0,0.0,2018-03-31 03:45:16+00:00
nytimes,Anguished Mourners Beg for Answers After Jail Fire in Venezuela https://t.co/2r7EZrE3md,0.0,0.5,0.5,-0.7906,2018-03-31 03:52:43+00:00
BBCWorld,Avatar: Scientology-style sect causes concern in Netherlands https://t.co/hGKfvz5aKk,0.0,0.0,1.0,0.0,2018-03-31 03:55:06+00:00
nytimes,"At your fingertips: The many sides of David Bowie. 

He was a musician, actor, painter, fashion pioneer — and never… https://t.co/U1uY2wWw1e",0.0,0.0,1.0,0.0,2018-03-31 04:00:19+00:00
CNN,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/q0l42J3hzo",0.301,0.089,0.61,0.6369,2018-03-31 04:02:20+00:00
nytimes,UConn Is Upset by Notre Dame in OT in the Women’s Final Four https://t.co/03MAnmcJ8R,0.0,0.167,0.833,-0.3818,2018-03-31 04:04:37+00:00
nytimes,What You Might Have Missed: 10 Weekend Reads From Opinion https://t.co/YUFD15bm6i,0.0,0.18,0.82,-0.296,2018-03-31 04:14:02+00:00
BBCWorld,Gaza-Israel border: UN seeks investigation over protest deaths https://t.co/slJ8bJ1KcX,0.0,0.2,0.8,-0.25,2018-03-31 04:14:12+00:00
CNN,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/PDc0nZA1n5",0.1,0.0,0.9,0.2732,2018-03-31 04:16:00+00:00
CNN,"Would you ride in this ""Roseanne"" car? A New York City subway train car was transformed to resemble Roseanne's livi… https://t.co/jn8FRusjFB",0.0,0.0,1.0,0.0,2018-03-31 04:16:00+00:00
nytimes,Tesla Says Crashed Vehicle Had Been on Autopilot Before Fatal Accident https://t.co/ncu76CWMuV,0.0,0.398,0.602,-0.765,2018-03-31 04:23:19+00:00
CNN,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/ByWMuyNNrU https://t.co/2HETOC1giC,0.153,0.0,0.847,0.4404,2018-03-31 04:31:05+00:00
nytimes,Judge Temporarily Stops U.S. From Blocking Undocumented Teenagers’ Abortions https://t.co/9spkLwsskX,0.0,0.344,0.656,-0.4939,2018-03-31 04:35:13+00:00
nytimes,"President Trump attacked Amazon, saying that it does not pay enough taxes and uses the United States postal system… https://t.co/DhulEmxyAf",0.234,0.121,0.645,0.2013,2018-03-31 04:51:22+00:00
CNN,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/kHUdQ6ZEhr",0.217,0.114,0.669,0.3818,2018-03-31 05:01:04+00:00
nytimes,"RT @ronlieber: That teacher with the student loan forgiveness problem I wrote about a few months back? The column fixed that problem, and t…",0.079,0.204,0.717,-0.5106,2018-03-31 05:07:49+00:00
CNN,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/skk1lgAN0W,0.0,0.0,1.0,0.0,2018-03-31 05:16:00+00:00
nytimes,"RT @nytimesarts: The pictures in this exhibition are a vivid indication of how Sally Mann turned her fears into art, our critic writes http…",0.0,0.189,0.811,-0.5994,2018-03-31 05:24:06+00:00
CNN,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/8n7sRF58Qc,0.219,0.0,0.781,0.6808,2018-03-31 05:31:04+00:00
BBCWorld,Australia ball-tampering: David Warner's tearful apology https://t.co/uHjhDMGR4U,0.167,0.0,0.833,0.0516,2018-03-31 05:34:20+00:00
BBCWorld,Australia ball-tampering: David Warner's tearful apology https://t.co/uHjhDMGR4U,0.167,0.0,0.833,0.0516,2018-03-31 05:34:20+00:00
nytimes,A Russian man accused of hacking 3 American tech companies in 2012 has been extradited to the U.S. https://t.co/6bV8bpGhaw,0.0,0.121,0.879,-0.296,2018-03-31 05:40:19+00:00
BBCWorld,Malala returns to home town in Pakistan https://t.co/gPp8uHZInn,0.0,0.0,1.0,0.0,2018-03-31 05:43:43+00:00
BBCWorld,Malala returns to home town in Pakistan https://t.co/gPp8uHZInn,0.0,0.0,1.0,0.0,2018-03-31 05:43:43+00:00
CNN,The best travel photos of 2018 (so far) https://t.co/f7oG0f6gNu https://t.co/NwnB53lDWW,0.318,0.0,0.682,0.6369,2018-03-31 05:46:07+00:00
nytimes,"There’s been talk of bankruptcy swirling around Gibson, the Nashville-based guitar company. What happened? https://t.co/DNgMSBZpwT",0.0,0.0,1.0,0.0,2018-03-31 05:59:12+00:00
CNN,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/3jJ0Z6Em3X https://t.co/hzfxZShM9N,0.0,0.0,1.0,0.0,2018-03-31 06:01:37+00:00
nytimes,"Four trips to the Final Four with Maguire are considered enough to graduate, with a degree in bracketology and a mi… https://t.co/jFTxeL9QSd",0.0,0.0,1.0,0.0,2018-03-31 06:16:03+00:00
